,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,SimCo,SimCo_exit_status,Autfilt,Autfilt_exit_status,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo+,SimCo+_exit_status
104,data/automata/practice/practice_automata.hoa:404863.1-406330.7,4,401,1058,1179,2,129,96,1,0,5767.0,ok,373.0,ok,215.0,ok,327.0,ok,1487.0,ok
105,data/automata/practice/practice_automata.hoa:406331.1-406354.7,1,5,10,11,2,5,3,1,0,29.0,ok,4.0,ok,3.0,ok,4.0,ok,13.0,ok
106,data/automata/practice/practice_automata.hoa:406355.1-419223.7,5,1789,11071,13649,5,524,1282,1,0,,timeout,2051.0,ok,731.0,ok,566.0,ok,,timeout
107,data/automata/practice/practice_automata.hoa:419224.1-419328.7,4,18,78,78,2,11,13,1,0,132.0,ok,9.0,ok,8.0,ok,8.0,ok,45.0,ok
108,data/automata/practice/practice_automata.hoa:419329.1-423110.7,4,882,2891,3165,3,346,299,1,0,11555.0,ok,310.0,ok,239.0,ok,256.0,ok,2431.0,ok
109,data/automata/practice/practice_automata.hoa:423111.1-432192.7,10,304,8769,80502,2,92,172,1,0,,timeout,28.0,ok,27.0,ok,29.0,ok,,timeout
110,data/automata/practice/practice_automata.hoa:432193.1-432214.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
111,data/automata/practice/practice_automata.hoa:432215.1-432255.7,2,8,24,32,2,8,6,1,0,57.0,ok,4.0,ok,2.0,ok,3.0,ok,25.0,ok
112,data/automata/practice/practice_automata.hoa:432256.1-432370.7,4,30,76,76,3,15,15,1,0,301.0,ok,18.0,ok,17.0,ok,18.0,ok,89.0,ok
113,data/automata/practice/practice_automata.hoa:432371.1-433937.7,3,462,1096,1096,3,225,187,1,0,3427.0,ok,296.0,ok,139.0,ok,115.0,ok,922.0,ok
114,data/automata/practice/practice_automata.hoa:433938.1-435111.7,9,83,1082,12351,2,30,44,1,0,585.0,ok,32.0,ok,31.0,ok,31.0,ok,149.0,ok
115,data/automata/practice/practice_automata.hoa:435112.1-435155.7,3,8,27,64,2,8,7,1,0,115.0,ok,8.0,ok,1.0,ok,2.0,ok,42.0,ok
116,data/automata/practice/practice_automata.hoa:435156.1-435537.7,2,66,307,340,2,42,59,1,0,318.0,ok,30.0,ok,23.0,ok,28.0,ok,139.0,ok
117,data/automata/practice/practice_automata.hoa:435538.1-435590.7,2,10,34,45,2,10,6,1,0,115.0,ok,10.0,ok,5.0,ok,6.0,ok,43.0,ok
118,data/automata/practice/practice_automata.hoa:435591.1-437040.7,5,134,1307,1307,2,43,70,1,0,921.0,ok,52.0,ok,51.0,ok,51.0,ok,237.0,ok
119,data/automata/practice/practice_automata.hoa:437041.1-437117.7,2,28,40,40,2,28,13,1,0,43.0,ok,17.0,ok,16.0,ok,16.0,ok,36.0,ok
120,data/automata/practice/practice_automata.hoa:437118.1-437203.7,3,16,61,75,2,13,11,1,0,137.0,ok,6.0,ok,5.0,ok,4.0,ok,29.0,ok
121,data/automata/practice/practice_automata.hoa:437204.1-437243.7,3,8,23,27,2,5,5,1,0,73.0,ok,6.0,ok,5.0,ok,4.0,ok,28.0,ok
122,data/automata/practice/practice_automata.hoa:437244.1-437270.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
123,data/automata/practice/practice_automata.hoa:437271.1-437439.7,4,28,132,132,2,12,20,1,0,251.0,ok,7.0,ok,6.0,ok,6.0,ok,70.0,ok
124,data/automata/practice/practice_automata.hoa:437440.1-439505.7,4,219,1838,1851,2,67,133,1,0,1471.0,ok,74.0,ok,69.0,ok,18.0,ok,578.0,ok
125,data/automata/practice/practice_automata.hoa:439506.1-443015.7,3,863,2638,3085,3,207,328,1,0,19864.0,ok,296.0,ok,141.0,ok,221.0,ok,3279.0,ok
126,data/automata/practice/practice_automata.hoa:443976.1-448132.7,7,217,3931,8962,2,90,125,1,0,1274.0,ok,87.0,ok,87.0,ok,87.0,ok,381.0,ok
127,data/automata/practice/practice_automata.hoa:448133.1-448256.7,4,20,95,99,2,13,14,1,0,164.0,ok,7.0,ok,6.0,ok,6.0,ok,37.0,ok
128,data/automata/practice/practice_automata.hoa:448257.1-1117595.7,5,79267,590063,629154,6,25776,38907,1,0,,timeout,114317.0,ok,,signal,140773.0,ok,,timeout
129,data/automata/practice/practice_automata.hoa:1117596.1-1117767.7,2,50,113,187,3,13,7,1,0,818.0,ok,41.0,ok,16.0,ok,28.0,ok,215.0,ok
130,data/automata/practice/practice_automata.hoa:1117768.1-1119225.7,6,118,1331,1779,2,31,81,1,0,828.0,ok,44.0,ok,43.0,ok,46.0,ok,308.0,ok
131,data/automata/practice/practice_automata.hoa:1119226.1-1119247.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
132,data/automata/practice/practice_automata.hoa:1119248.1-1150484.7,5,6039,25189,31373,2,1543,1372,1,0,,timeout,17075.0,ok,10331.0,ok,11211.0,ok,,timeout
133,data/automata/practice/practice_automata.hoa:1150485.1-1150528.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
134,data/automata/practice/practice_automata.hoa:1150529.1-1150565.7,1,10,18,20,2,10,2,1,0,28.0,ok,5.0,ok,5.0,ok,5.0,ok,20.0,ok
135,data/automata/practice/practice_automata.hoa:1150566.1-1150760.7,5,28,158,242,2,18,16,1,0,219.0,ok,10.0,ok,9.0,ok,8.0,ok,49.0,ok
136,data/automata/practice/practice_automata.hoa:1150761.1-1152248.7,5,140,1339,1339,2,38,83,1,0,1031.0,ok,38.0,ok,37.0,ok,37.0,ok,275.0,ok
137,data/automata/practice/practice_automata.hoa:1152249.1-1152270.7,2,4,9,16,2,4,3,1,0,79.0,ok,4.0,ok,1.0,ok,2.0,ok,18.0,ok
138,data/automata/practice/practice_automata.hoa:1152271.1-1152320.7,2,13,28,28,2,13,8,1,0,28.0,ok,7.0,ok,4.0,ok,4.0,ok,17.0,ok
139,data/automata/practice/practice_automata.hoa:1152321.1-1152367.7,3,16,22,22,2,16,7,1,0,32.0,ok,11.0,ok,6.0,ok,6.0,ok,24.0,ok
140,data/automata/practice/practice_automata.hoa:1152368.1-1159530.7,6,458,6696,8931,2,91,256,1,0,3207.0,ok,150.0,ok,150.0,ok,150.0,ok,799.0,ok
141,data/automata/practice/practice_automata.hoa:1159531.1-1159665.7,4,28,98,124,2,25,24,1,0,253.0,ok,20.0,ok,15.0,ok,20.0,ok,93.0,ok
142,data/automata/practice/practice_automata.hoa:1159666.1-1159718.7,3,14,30,31,2,14,6,1,0,63.0,ok,14.0,ok,10.0,ok,11.0,ok,36.0,ok
143,data/automata/practice/practice_automata.hoa:1159719.1-1161953.7,6,148,2078,2774,2,41,88,1,0,1070.0,ok,49.0,ok,49.0,ok,49.0,ok,261.0,ok
144,data/automata/practice/practice_automata.hoa:1161954.1-1161997.7,3,9,26,32,2,6,5,1,0,55.0,ok,6.0,ok,5.0,ok,6.0,ok,28.0,ok
145,data/automata/practice/practice_automata.hoa:1161998.1-1162152.7,2,25,121,121,2,9,9,1,0,3995.0,ok,30.0,ok,20.0,ok,32.0,ok,108.0,ok
146,data/automata/practice/practice_automata.hoa:1162153.1-1162716.7,2,146,409,561,3,67,25,1,0,1005.0,ok,52.0,ok,26.0,ok,38.0,ok,511.0,ok
147,data/automata/practice/practice_automata.hoa:1162717.1-1169922.7,5,636,6561,6561,2,184,351,1,0,3649.0,ok,212.0,ok,211.0,ok,211.0,ok,965.0,ok
148,data/automata/practice/practice_automata.hoa:1169923.1-1169949.7,2,5,13,13,2,4,4,1,0,42.0,ok,4.0,ok,3.0,ok,3.0,ok,17.0,ok
