,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo+,SimCo+_exit_status,Autfilt,Autfilt_exit_status,SimCo,SimCo_exit_status
0,data/automata/random/TGBA.hoa:1.1-25.7,2,5,11,11,2,1,3,1,0,79.0,ok,107.0,ok,84.0,ok,130.0,ok,345.0,ok
1,data/automata/random/TGBA.hoa:26.1-41.7,2,3,4,4,2,1,0,0,0,8.0,ok,7.0,ok,11.0,ok,7.0,ok,16.0,ok
2,data/automata/random/TGBA.hoa:42.1-55.7,2,2,3,3,2,1,0,0,0,5.0,ok,4.0,ok,10.0,ok,5.0,ok,13.0,ok
3,data/automata/random/TGBA.hoa:56.1-73.7,2,4,5,5,2,2,0,0,0,5.0,ok,5.0,ok,16.0,ok,5.0,ok,19.0,ok
4,data/automata/random/TGBA.hoa:74.1-94.7,2,4,8,8,2,1,2,1,0,31.0,ok,34.0,ok,78.0,ok,37.0,ok,257.0,ok
5,data/automata/random/TGBA.hoa:95.1-121.7,2,6,12,12,2,2,2,1,0,16.0,ok,16.0,ok,29.0,ok,16.0,ok,44.0,ok
6,data/automata/random/TGBA.hoa:122.1-154.7,2,7,17,17,2,1,2,1,0,72.0,ok,62.0,ok,156.0,ok,55.0,ok,638.0,ok
7,data/automata/random/TGBA.hoa:155.1-183.7,2,6,14,14,2,2,4,1,0,25.0,ok,23.0,ok,35.0,ok,22.0,ok,166.0,ok
8,data/automata/random/TGBA.hoa:184.1-210.7,2,6,12,12,2,2,2,1,0,26.0,ok,25.0,ok,55.0,ok,25.0,ok,82.0,ok
9,data/automata/random/TGBA.hoa:211.1-224.7,2,2,3,3,2,1,1,1,0,2.0,ok,2.0,ok,10.0,ok,7.0,ok,13.0,ok
10,data/automata/random/TGBA.hoa:225.1-252.7,2,7,12,12,2,2,3,1,0,17.0,ok,17.0,ok,45.0,ok,17.0,ok,102.0,ok
11,data/automata/random/TGBA.hoa:253.1-282.7,2,6,15,15,2,1,1,1,0,65.0,ok,41.0,ok,106.0,ok,65.0,ok,265.0,ok
12,data/automata/random/TGBA.hoa:283.1-304.7,2,4,9,9,2,1,2,1,0,10.0,ok,10.0,ok,41.0,ok,10.0,ok,94.0,ok
13,data/automata/random/TGBA.hoa:305.1-327.7,2,5,9,9,2,2,2,1,0,9.0,ok,11.0,ok,25.0,ok,11.0,ok,55.0,ok
14,data/automata/random/TGBA.hoa:328.1-355.7,2,6,13,13,2,1,1,1,0,72.0,ok,73.0,ok,147.0,ok,74.0,ok,420.0,ok
15,data/automata/random/TGBA.hoa:356.1-376.7,2,4,8,8,2,1,1,1,0,9.0,ok,8.0,ok,60.0,ok,10.0,ok,116.0,ok
16,data/automata/random/TGBA.hoa:377.1-402.7,2,5,12,12,2,1,3,1,0,28.0,ok,27.0,ok,46.0,ok,28.0,ok,174.0,ok
17,data/automata/random/TGBA.hoa:403.1-434.7,2,7,16,16,2,1,3,1,0,182.0,ok,197.0,ok,330.0,ok,197.0,ok,1479.0,ok
18,data/automata/random/TGBA.hoa:435.1-469.7,2,7,19,19,2,1,2,1,0,111.0,ok,139.0,ok,182.0,ok,134.0,ok,689.0,ok
19,data/automata/random/TGBA.hoa:470.1-501.7,2,7,16,16,2,1,1,1,0,28.0,ok,27.0,ok,78.0,ok,25.0,ok,238.0,ok
20,data/automata/random/TGBA.hoa:502.1-533.7,2,7,16,16,2,1,3,1,0,71.0,ok,63.0,ok,147.0,ok,72.0,ok,518.0,ok
21,data/automata/random/TGBA.hoa:534.1-567.7,2,7,18,18,2,1,2,1,0,57.0,ok,73.0,ok,218.0,ok,69.0,ok,1012.0,ok
22,data/automata/random/TGBA.hoa:568.1-594.7,2,6,12,12,2,2,1,1,0,12.0,ok,11.0,ok,43.0,ok,11.0,ok,76.0,ok
23,data/automata/random/TGBA.hoa:595.1-627.7,2,7,17,17,2,1,3,1,0,29.0,ok,25.0,ok,64.0,ok,28.0,ok,205.0,ok
24,data/automata/random/TGBA.hoa:628.1-647.7,2,4,7,7,2,1,0,0,0,8.0,ok,7.0,ok,12.0,ok,7.0,ok,23.0,ok
25,data/automata/random/TGBA.hoa:648.1-679.7,2,6,17,17,2,1,2,1,0,32.0,ok,31.0,ok,89.0,ok,31.0,ok,578.0,ok
26,data/automata/random/TGBA.hoa:680.1-702.7,2,5,9,9,2,2,0,0,0,9.0,ok,8.0,ok,21.0,ok,9.0,ok,22.0,ok
27,data/automata/random/TGBA.hoa:703.1-727.7,3,5,11,11,2,1,1,1,0,14.0,ok,13.0,ok,29.0,ok,13.0,ok,54.0,ok
28,data/automata/random/TGBA.hoa:728.1-742.7,3,2,4,4,2,1,1,1,0,8.0,ok,7.0,ok,17.0,ok,8.0,ok,27.0,ok
29,data/automata/random/TGBA.hoa:743.1-773.7,3,7,15,15,2,1,1,1,0,20.0,ok,22.0,ok,48.0,ok,22.0,ok,69.0,ok
30,data/automata/random/TGBA.hoa:774.1-808.7,3,7,19,19,2,1,2,1,0,84.0,ok,49.0,ok,136.0,ok,59.0,ok,466.0,ok
31,data/automata/random/TGBA.hoa:809.1-837.7,3,6,14,14,2,1,2,1,0,27.0,ok,26.0,ok,68.0,ok,27.0,ok,236.0,ok
32,data/automata/random/TGBA.hoa:838.1-855.7,3,4,5,5,2,1,0,0,0,12.0,ok,10.0,ok,18.0,ok,10.0,ok,21.0,ok
33,data/automata/random/TGBA.hoa:856.1-887.7,3,7,16,16,2,1,2,1,0,46.0,ok,43.0,ok,62.0,ok,45.0,ok,261.0,ok
34,data/automata/random/TGBA.hoa:888.1-903.7,3,3,4,4,2,1,0,0,0,6.0,ok,6.0,ok,10.0,ok,6.0,ok,13.0,ok
35,data/automata/random/TGBA.hoa:904.1-937.7,3,7,18,18,2,1,2,1,0,57.0,ok,60.0,ok,108.0,ok,49.0,ok,379.0,ok
36,data/automata/random/TGBA.hoa:938.1-969.7,3,7,16,16,2,4,2,1,0,8.0,ok,6.0,ok,44.0,ok,7.0,ok,190.0,ok
37,data/automata/random/TGBA.hoa:970.1-997.7,3,6,13,13,2,2,2,1,0,14.0,ok,13.0,ok,32.0,ok,11.0,ok,54.0,ok
38,data/automata/random/TGBA.hoa:998.1-1022.7,3,6,10,10,2,2,0,0,0,12.0,ok,11.0,ok,20.0,ok,11.0,ok,23.0,ok
39,data/automata/random/TGBA.hoa:1023.1-1050.7,3,6,13,13,2,1,1,1,0,16.0,ok,15.0,ok,60.0,ok,15.0,ok,98.0,ok
40,data/automata/random/TGBA.hoa:1051.1-1078.7,3,6,13,13,2,1,1,1,0,14.0,ok,13.0,ok,55.0,ok,13.0,ok,135.0,ok
41,data/automata/random/TGBA.hoa:1079.1-1096.7,3,3,6,6,2,1,0,0,0,10.0,ok,8.0,ok,13.0,ok,10.0,ok,16.0,ok
42,data/automata/random/TGBA.hoa:1097.1-1113.7,3,3,5,5,2,1,0,0,0,14.0,ok,9.0,ok,17.0,ok,10.0,ok,20.0,ok
43,data/automata/random/TGBA.hoa:1114.1-1146.7,3,7,17,17,2,1,3,1,0,36.0,ok,35.0,ok,67.0,ok,36.0,ok,89.0,ok
44,data/automata/random/TGBA.hoa:1147.1-1181.7,3,7,19,19,2,2,2,1,0,20.0,ok,18.0,ok,103.0,ok,20.0,ok,204.0,ok
45,data/automata/random/TGBA.hoa:1182.1-1194.7,3,2,2,2,2,1,0,0,0,3.0,ok,3.0,ok,6.0,ok,3.0,ok,10.0,ok
46,data/automata/random/TGBA.hoa:1195.1-1218.7,3,5,10,10,2,1,0,0,0,12.0,ok,16.0,ok,21.0,ok,16.0,ok,24.0,ok
47,data/automata/random/TGBA.hoa:1219.1-1236.7,3,4,5,5,2,3,0,0,0,5.0,ok,5.0,ok,11.0,ok,5.0,ok,20.0,ok
48,data/automata/random/TGBA.hoa:1237.1-1252.7,3,2,4,4,2,1,0,0,0,8.0,ok,6.0,ok,10.0,ok,6.0,ok,13.0,ok
49,data/automata/random/TGBA.hoa:1253.1-1278.7,3,6,11,11,2,1,1,1,0,16.0,ok,15.0,ok,28.0,ok,15.0,ok,97.0,ok
50,data/automata/random/TGBA.hoa:1279.1-1297.7,3,4,6,6,2,2,0,0,0,8.0,ok,8.0,ok,12.0,ok,9.0,ok,15.0,ok
51,data/automata/random/TGBA.hoa:1298.1-1327.7,3,7,14,14,2,1,1,1,0,28.0,ok,26.0,ok,74.0,ok,26.0,ok,104.0,ok
52,data/automata/random/TGBA.hoa:1328.1-1351.7,3,5,10,10,2,1,2,1,0,12.0,ok,11.0,ok,32.0,ok,11.0,ok,91.0,ok
53,data/automata/random/TGBA.hoa:1352.1-1370.7,3,4,6,6,2,1,0,0,0,10.0,ok,7.0,ok,14.0,ok,7.0,ok,18.0,ok
54,data/automata/random/TGBA.hoa:1371.1-1404.7,3,7,18,18,2,1,2,1,0,82.0,ok,59.0,ok,130.0,ok,48.0,ok,527.0,ok
55,data/automata/random/TGBA.hoa:1405.1-1428.7,3,5,10,10,2,1,1,1,0,21.0,ok,19.0,ok,47.0,ok,20.0,ok,137.0,ok
56,data/automata/random/TGBA.hoa:1429.1-1452.7,4,5,10,10,2,2,1,1,0,18.0,ok,16.0,ok,58.0,ok,17.0,ok,169.0,ok
57,data/automata/random/TGBA.hoa:1453.1-1485.7,4,7,17,17,2,2,1,1,0,28.0,ok,27.0,ok,65.0,ok,27.0,ok,139.0,ok
58,data/automata/random/TGBA.hoa:1486.1-1510.7,4,5,11,11,2,1,0,0,0,11.0,ok,9.0,ok,23.0,ok,9.0,ok,26.0,ok
59,data/automata/random/TGBA.hoa:1511.1-1541.7,4,7,15,15,2,2,1,1,0,22.0,ok,19.0,ok,66.0,ok,21.0,ok,116.0,ok
60,data/automata/random/TGBA.hoa:1542.1-1563.7,4,5,8,8,2,1,0,0,0,8.0,ok,7.0,ok,20.0,ok,7.0,ok,23.0,ok
61,data/automata/random/TGBA.hoa:1564.1-1594.7,4,7,15,15,2,1,1,1,0,30.0,ok,30.0,ok,74.0,ok,30.0,ok,99.0,ok
62,data/automata/random/TGBA.hoa:1595.1-1628.7,4,7,18,18,2,1,1,1,0,30.0,ok,29.0,ok,54.0,ok,29.0,ok,67.0,ok
63,data/automata/random/TGBA.hoa:1629.1-1657.7,4,7,13,13,2,1,0,0,0,16.0,ok,15.0,ok,31.0,ok,20.0,ok,34.0,ok
64,data/automata/random/TGBA.hoa:1658.1-1689.7,4,7,16,16,2,2,0,0,0,22.0,ok,18.0,ok,33.0,ok,18.0,ok,36.0,ok
65,data/automata/random/TGBA.hoa:1690.1-1722.7,4,7,17,17,2,1,2,1,0,22.0,ok,19.0,ok,75.0,ok,21.0,ok,180.0,ok
66,data/automata/random/TGBA.hoa:1723.1-1755.7,4,7,17,17,2,1,1,1,0,35.0,ok,32.0,ok,90.0,ok,34.0,ok,272.0,ok
67,data/automata/random/TGBA.hoa:1756.1-1775.7,4,4,7,7,2,1,0,0,0,12.0,ok,10.0,ok,16.0,ok,12.0,ok,19.0,ok
68,data/automata/random/TGBA.hoa:1776.1-1804.7,4,7,13,13,2,1,0,0,0,26.0,ok,20.0,ok,35.0,ok,20.0,ok,38.0,ok
69,data/automata/random/TGBA.hoa:1805.1-1819.7,4,2,4,4,2,1,0,0,0,6.0,ok,5.0,ok,9.0,ok,5.0,ok,12.0,ok
70,data/automata/random/TGBA.hoa:1820.1-1845.7,4,6,11,11,2,1,0,0,0,16.0,ok,14.0,ok,30.0,ok,14.0,ok,33.0,ok
71,data/automata/random/TGBA.hoa:1846.1-1869.7,4,6,9,9,2,1,0,0,0,13.0,ok,12.0,ok,19.0,ok,12.0,ok,34.0,ok
72,data/automata/random/TGBA.hoa:1870.1-1897.7,4,6,13,13,2,1,0,0,0,24.0,ok,17.0,ok,31.0,ok,17.0,ok,35.0,ok
73,data/automata/random/TGBA.hoa:1898.1-1926.7,4,7,13,13,2,2,0,0,0,12.0,ok,11.0,ok,22.0,ok,11.0,ok,25.0,ok
74,data/automata/random/TGBA.hoa:1927.1-1942.7,4,3,4,4,2,1,1,1,0,5.0,ok,5.0,ok,18.0,ok,5.0,ok,37.0,ok
75,data/automata/random/TGBA.hoa:1943.1-1972.7,4,7,14,14,2,1,0,0,0,26.0,ok,19.0,ok,35.0,ok,19.0,ok,38.0,ok
76,data/automata/random/TGBA.hoa:1973.1-2005.7,4,7,17,17,2,1,0,0,0,20.0,ok,21.0,ok,28.0,ok,21.0,ok,31.0,ok
77,data/automata/random/TGBA.hoa:2006.1-2029.7,4,5,10,10,2,1,0,0,0,16.0,ok,11.0,ok,23.0,ok,14.0,ok,26.0,ok
78,data/automata/random/TGBA.hoa:2030.1-2050.7,4,4,8,8,2,2,0,0,0,12.0,ok,10.0,ok,19.0,ok,10.0,ok,23.0,ok
79,data/automata/random/TGBA.hoa:2051.1-2065.7,4,2,4,4,2,1,0,0,0,4.0,ok,4.0,ok,9.0,ok,5.0,ok,12.0,ok
80,data/automata/random/TGBA.hoa:2066.1-2088.7,4,5,9,9,2,2,0,0,0,9.0,ok,9.0,ok,21.0,ok,10.0,ok,24.0,ok
81,data/automata/random/TGBA.hoa:2089.1-2119.7,4,7,15,15,2,1,2,1,0,31.0,ok,26.0,ok,67.0,ok,29.0,ok,160.0,ok
82,data/automata/random/TGBA.hoa:2120.1-2140.7,4,4,8,8,2,2,1,1,0,11.0,ok,12.0,ok,31.0,ok,11.0,ok,36.0,ok
83,data/automata/random/TGBA.hoa:2141.1-2170.7,4,6,15,15,2,1,0,0,0,26.0,ok,19.0,ok,32.0,ok,19.0,ok,35.0,ok
84,data/automata/random/TGBA.hoa:2171.1-2195.7,4,5,11,11,2,1,0,0,0,18.0,ok,14.0,ok,23.0,ok,15.0,ok,26.0,ok
85,data/automata/random/TGBA.hoa:2196.1-2214.7,4,4,6,6,2,1,0,0,0,5.0,ok,5.0,ok,13.0,ok,5.0,ok,22.0,ok
86,data/automata/random/TGBA.hoa:2215.1-2238.7,4,5,10,10,2,2,0,0,0,14.0,ok,10.0,ok,21.0,ok,13.0,ok,30.0,ok
87,data/automata/random/TGBA.hoa:2239.1-2264.7,4,6,11,11,2,1,1,1,0,15.0,ok,13.0,ok,49.0,ok,13.0,ok,120.0,ok
88,data/automata/random/TGBA.hoa:2265.1-2289.7,2,5,11,11,3,1,2,1,0,38.0,ok,37.0,ok,47.0,ok,37.0,ok,136.0,ok
89,data/automata/random/TGBA.hoa:2290.1-2311.7,2,5,8,8,3,2,2,1,0,18.0,ok,18.0,ok,35.0,ok,19.0,ok,81.0,ok
90,data/automata/random/TGBA.hoa:2312.1-2326.7,2,2,4,4,3,1,1,1,0,6.0,ok,6.0,ok,14.0,ok,6.0,ok,46.0,ok
91,data/automata/random/TGBA.hoa:2327.1-2359.7,2,7,17,17,3,2,3,1,0,113.0,ok,103.0,ok,119.0,ok,122.0,ok,725.0,ok
92,data/automata/random/TGBA.hoa:2360.1-2390.7,2,7,15,15,3,1,1,1,0,20.0,ok,18.0,ok,72.0,ok,18.0,ok,232.0,ok
93,data/automata/random/TGBA.hoa:2391.1-2425.7,2,7,19,19,3,2,4,1,0,54.0,ok,164.0,ok,72.0,ok,207.0,ok,371.0,ok
94,data/automata/random/TGBA.hoa:2426.1-2454.7,2,6,14,14,3,1,2,1,0,37.0,ok,32.0,ok,83.0,ok,33.0,ok,386.0,ok
95,data/automata/random/TGBA.hoa:2455.1-2470.7,2,3,4,4,3,1,0,0,0,10.0,ok,8.0,ok,13.0,ok,8.0,ok,24.0,ok
96,data/automata/random/TGBA.hoa:2471.1-2504.7,2,7,18,18,3,1,3,1,0,36.0,ok,35.0,ok,90.0,ok,36.0,ok,256.0,ok
97,data/automata/random/TGBA.hoa:2505.1-2536.7,2,7,16,16,3,1,3,1,0,39.0,ok,57.0,ok,67.0,ok,67.0,ok,264.0,ok
98,data/automata/random/TGBA.hoa:2537.1-2551.7,2,2,4,4,3,1,0,0,0,8.0,ok,6.0,ok,12.0,ok,7.0,ok,21.0,ok
99,data/automata/random/TGBA.hoa:2552.1-2571.7,2,4,7,7,3,1,0,0,0,10.0,ok,9.0,ok,28.0,ok,9.0,ok,35.0,ok
100,data/automata/random/TGBA.hoa:2572.1-2599.7,2,6,13,13,3,1,1,1,0,16.0,ok,15.0,ok,39.0,ok,15.0,ok,187.0,ok
101,data/automata/random/TGBA.hoa:2600.1-2632.7,2,7,17,17,3,1,3,1,0,95.0,ok,72.0,ok,207.0,ok,83.0,ok,865.0,ok
102,data/automata/random/TGBA.hoa:2633.1-2667.7,2,7,19,19,3,3,2,1,0,,timeout,378.0,ok,892.0,ok,455.0,ok,4667.0,ok
103,data/automata/random/TGBA.hoa:2668.1-2680.7,2,2,2,2,3,1,0,0,0,3.0,ok,3.0,ok,7.0,ok,3.0,ok,16.0,ok
104,data/automata/random/TGBA.hoa:2681.1-2704.7,2,5,10,10,3,1,1,1,0,44.0,ok,43.0,ok,63.0,ok,43.0,ok,285.0,ok
105,data/automata/random/TGBA.hoa:2705.1-2730.7,2,6,11,11,3,1,1,1,0,46.0,ok,45.0,ok,118.0,ok,48.0,ok,305.0,ok
106,data/automata/random/TGBA.hoa:2731.1-2760.7,2,7,14,14,3,1,3,1,0,52.0,ok,50.0,ok,118.0,ok,52.0,ok,463.0,ok
107,data/automata/random/TGBA.hoa:2761.1-2779.7,2,4,6,6,3,1,0,0,0,8.0,ok,8.0,ok,22.0,ok,8.0,ok,31.0,ok
108,data/automata/random/TGBA.hoa:2780.1-2813.7,2,7,18,18,3,2,2,1,0,32.0,ok,30.0,ok,74.0,ok,32.0,ok,430.0,ok
109,data/automata/random/TGBA.hoa:2814.1-2837.7,2,5,10,10,3,1,2,1,0,26.0,ok,25.0,ok,65.0,ok,25.0,ok,171.0,ok
110,data/automata/random/TGBA.hoa:2838.1-2870.7,3,7,17,17,3,1,1,1,0,24.0,ok,21.0,ok,87.0,ok,23.0,ok,186.0,ok
111,data/automata/random/TGBA.hoa:2871.1-2895.7,3,5,11,11,3,2,0,0,0,10.0,ok,10.0,ok,16.0,ok,10.0,ok,37.0,ok
112,data/automata/random/TGBA.hoa:2896.1-2926.7,3,7,15,15,3,1,2,1,0,44.0,ok,43.0,ok,74.0,ok,43.0,ok,298.0,ok
113,data/automata/random/TGBA.hoa:2927.1-2957.7,3,7,15,15,3,1,1,1,0,48.0,ok,46.0,ok,89.0,ok,47.0,ok,329.0,ok
114,data/automata/random/TGBA.hoa:2958.1-2991.7,3,7,18,18,3,1,1,1,0,86.0,ok,79.0,ok,120.0,ok,85.0,ok,556.0,ok
115,data/automata/random/TGBA.hoa:2992.1-3020.7,3,7,13,13,3,3,1,1,0,29.0,ok,28.0,ok,49.0,ok,28.0,ok,90.0,ok
116,data/automata/random/TGBA.hoa:3021.1-3052.7,3,7,16,16,3,2,1,1,0,134.0,ok,54.0,ok,113.0,ok,57.0,ok,460.0,ok
117,data/automata/random/TGBA.hoa:3053.1-3085.7,3,7,17,17,3,2,1,1,0,24.0,ok,24.0,ok,78.0,ok,24.0,ok,301.0,ok
118,data/automata/random/TGBA.hoa:3086.1-3118.7,3,7,17,17,3,1,3,1,0,,timeout,222.0,ok,149.0,ok,241.0,ok,748.0,ok
119,data/automata/random/TGBA.hoa:3119.1-3147.7,3,7,13,13,3,1,0,0,0,34.0,ok,22.0,ok,41.0,ok,28.0,ok,46.0,ok
120,data/automata/random/TGBA.hoa:3148.1-3173.7,3,6,11,11,3,1,1,1,0,34.0,ok,34.0,ok,78.0,ok,34.0,ok,196.0,ok
121,data/automata/random/TGBA.hoa:3174.1-3201.7,3,6,13,13,3,1,1,1,0,32.0,ok,31.0,ok,77.0,ok,31.0,ok,146.0,ok
122,data/automata/random/TGBA.hoa:3202.1-3231.7,3,7,14,14,3,1,1,1,0,45.0,ok,36.0,ok,143.0,ok,40.0,ok,555.0,ok
123,data/automata/random/TGBA.hoa:3232.1-3264.7,3,7,17,17,3,1,4,1,0,62.0,ok,61.0,ok,92.0,ok,61.0,ok,432.0,ok
124,data/automata/random/TGBA.hoa:3265.1-3288.7,3,5,10,10,3,1,1,1,0,65.0,ok,82.0,ok,56.0,ok,116.0,ok,309.0,ok
125,data/automata/random/TGBA.hoa:3289.1-3309.7,3,4,8,8,3,1,2,1,0,16.0,ok,15.0,ok,35.0,ok,15.0,ok,118.0,ok
126,data/automata/random/TGBA.hoa:3310.1-3332.7,3,5,9,9,3,1,0,0,0,10.0,ok,9.0,ok,17.0,ok,11.0,ok,32.0,ok
127,data/automata/random/TGBA.hoa:3333.1-3363.7,3,7,15,15,3,1,1,1,0,28.0,ok,28.0,ok,99.0,ok,28.0,ok,259.0,ok
128,data/automata/random/TGBA.hoa:3364.1-3388.7,3,5,11,11,3,1,0,0,0,28.0,ok,19.0,ok,35.0,ok,20.0,ok,40.0,ok
129,data/automata/random/TGBA.hoa:3389.1-3407.7,3,4,6,6,3,1,0,0,0,5.0,ok,5.0,ok,13.0,ok,5.0,ok,34.0,ok
130,data/automata/random/TGBA.hoa:3408.1-3431.7,3,5,10,10,3,1,0,0,0,12.0,ok,11.0,ok,26.0,ok,11.0,ok,31.0,ok
131,data/automata/random/TGBA.hoa:3432.1-3451.7,3,4,7,7,3,3,0,0,0,2.0,ok,2.0,ok,10.0,ok,5.0,ok,32.0,ok
132,data/automata/random/TGBA.hoa:3452.1-3477.7,3,6,11,11,3,1,1,1,0,22.0,ok,21.0,ok,43.0,ok,21.0,ok,80.0,ok
133,data/automata/random/TGBA.hoa:3478.1-3500.7,4,5,9,9,3,1,1,1,0,20.0,ok,19.0,ok,39.0,ok,19.0,ok,59.0,ok
134,data/automata/random/TGBA.hoa:3501.1-3526.7,4,6,11,11,3,2,0,0,0,9.0,ok,9.0,ok,30.0,ok,11.0,ok,35.0,ok
135,data/automata/random/TGBA.hoa:3527.1-3555.7,4,7,13,13,3,1,1,1,0,15.0,ok,15.0,ok,62.0,ok,15.0,ok,185.0,ok
136,data/automata/random/TGBA.hoa:3556.1-3585.7,4,6,15,15,3,1,1,1,0,104.0,ok,103.0,ok,104.0,ok,114.0,ok,262.0,ok
137,data/automata/random/TGBA.hoa:3586.1-3607.7,4,5,8,8,3,1,0,0,0,18.0,ok,16.0,ok,27.0,ok,16.0,ok,32.0,ok
138,data/automata/random/TGBA.hoa:3608.1-3633.7,4,6,11,11,3,1,1,1,0,18.0,ok,16.0,ok,72.0,ok,16.0,ok,124.0,ok
139,data/automata/random/TGBA.hoa:3634.1-3665.7,4,7,16,16,3,1,1,1,0,48.0,ok,47.0,ok,110.0,ok,47.0,ok,315.0,ok
140,data/automata/random/TGBA.hoa:3666.1-3697.7,4,7,16,16,3,1,1,1,0,28.0,ok,27.0,ok,68.0,ok,27.0,ok,218.0,ok
141,data/automata/random/TGBA.hoa:3698.1-3730.7,4,7,17,17,3,2,1,1,0,26.0,ok,56.0,ok,72.0,ok,68.0,ok,85.0,ok
142,data/automata/random/TGBA.hoa:3731.1-3751.7,4,4,8,8,3,1,0,0,0,22.0,ok,13.0,ok,29.0,ok,15.0,ok,34.0,ok
143,data/automata/random/TGBA.hoa:3752.1-3776.7,4,5,11,11,3,1,0,0,0,26.0,ok,16.0,ok,37.0,ok,18.0,ok,42.0,ok
144,data/automata/random/TGBA.hoa:3777.1-3803.7,4,6,12,12,3,1,1,1,0,38.0,ok,35.0,ok,96.0,ok,37.0,ok,353.0,ok
145,data/automata/random/TGBA.hoa:3804.1-3834.7,4,7,15,15,3,1,0,0,0,30.0,ok,22.0,ok,49.0,ok,28.0,ok,54.0,ok
146,data/automata/random/TGBA.hoa:3835.1-3852.7,4,4,5,5,3,1,0,0,0,10.0,ok,9.0,ok,15.0,ok,9.0,ok,28.0,ok
147,data/automata/random/TGBA.hoa:3853.1-3880.7,4,6,13,13,3,1,0,0,0,22.0,ok,20.0,ok,32.0,ok,24.0,ok,41.0,ok
148,data/automata/random/TGBA.hoa:3881.1-3907.7,4,6,12,12,3,2,1,1,0,12.0,ok,11.0,ok,42.0,ok,12.0,ok,82.0,ok
149,data/automata/random/TGBA.hoa:3908.1-3926.7,4,3,7,7,3,1,0,0,0,10.0,ok,7.0,ok,15.0,ok,10.0,ok,24.0,ok
150,data/automata/random/TGBA.hoa:3927.1-3949.7,4,5,9,9,3,1,0,0,0,12.0,ok,9.0,ok,28.0,ok,11.0,ok,33.0,ok
151,data/automata/random/TGBA.hoa:3950.1-3973.7,4,5,10,10,3,1,0,0,0,28.0,ok,18.0,ok,33.0,ok,19.0,ok,38.0,ok
152,data/automata/random/TGBA.hoa:3974.1-4007.7,4,7,18,18,3,1,1,1,0,28.0,ok,27.0,ok,84.0,ok,27.0,ok,173.0,ok
153,data/automata/random/TGBA.hoa:4008.1-4030.7,4,5,9,9,3,1,0,0,0,22.0,ok,16.0,ok,27.0,ok,16.0,ok,36.0,ok
154,data/automata/random/TGBA.hoa:4031.1-4060.7,4,7,14,14,3,1,1,1,0,16.0,ok,14.0,ok,37.0,ok,15.0,ok,174.0,ok
155,data/automata/random/TGBA.hoa:4061.1-4088.7,4,6,13,13,3,1,0,0,0,34.0,ok,23.0,ok,40.0,ok,23.0,ok,49.0,ok
156,data/automata/random/TGBA.hoa:4089.1-4122.7,4,7,18,18,3,1,1,1,0,50.0,ok,49.0,ok,105.0,ok,49.0,ok,279.0,ok
157,data/automata/random/TGBA.hoa:4123.1-4149.7,4,6,12,12,3,1,2,1,0,28.0,ok,27.0,ok,71.0,ok,27.0,ok,240.0,ok
158,data/automata/random/TGBA.hoa:4150.1-4173.7,4,5,10,10,3,1,0,0,0,21.0,ok,11.0,ok,25.0,ok,15.0,ok,34.0,ok
159,data/automata/random/TGBA.hoa:4174.1-4200.7,4,5,13,13,3,1,1,1,0,34.0,ok,33.0,ok,53.0,ok,33.0,ok,148.0,ok
160,data/automata/random/TGBA.hoa:4201.1-4225.7,4,5,11,11,3,1,0,0,0,28.0,ok,18.0,ok,33.0,ok,20.0,ok,38.0,ok
161,data/automata/random/TGBA.hoa:4226.1-4258.7,2,7,17,17,4,1,2,1,0,58.0,ok,51.0,ok,152.0,ok,53.0,ok,804.0,ok
162,data/automata/random/TGBA.hoa:4259.1-4283.7,2,5,11,11,4,1,1,1,0,56.0,ok,78.0,ok,85.0,ok,85.0,ok,268.0,ok
163,data/automata/random/TGBA.hoa:4284.1-4314.7,2,7,15,15,4,1,3,1,0,171.0,ok,165.0,ok,79.0,ok,181.0,ok,320.0,ok
164,data/automata/random/TGBA.hoa:4315.1-4336.7,2,5,8,8,4,1,0,0,0,16.0,ok,12.0,ok,31.0,ok,16.0,ok,39.0,ok
165,data/automata/random/TGBA.hoa:4337.1-4367.7,2,7,15,15,4,1,2,1,0,528.0,ok,267.0,ok,306.0,ok,248.0,ok,1767.0,ok
166,data/automata/random/TGBA.hoa:4368.1-4401.7,2,7,18,18,4,1,1,1,0,831.0,ok,918.0,ok,342.0,ok,1027.0,ok,1787.0,ok
167,data/automata/random/TGBA.hoa:4402.1-4430.7,2,7,13,13,4,2,1,1,0,34.0,ok,33.0,ok,92.0,ok,34.0,ok,352.0,ok
168,data/automata/random/TGBA.hoa:4431.1-4447.7,2,3,5,5,4,1,1,1,0,10.0,ok,12.0,ok,28.0,ok,12.0,ok,158.0,ok
169,data/automata/random/TGBA.hoa:4448.1-4479.7,2,7,16,16,4,2,2,1,0,41099.0,ok,2811.0,ok,873.0,ok,3831.0,ok,5768.0,ok
170,data/automata/random/TGBA.hoa:4480.1-4512.7,2,7,17,17,4,1,3,1,0,175.0,ok,147.0,ok,137.0,ok,170.0,ok,1129.0,ok
