,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo,SimCo_exit_status,SimCo+,SimCo+_exit_status,Autfilt,Autfilt_exit_status
733,data/automata/random/FINLESS.hoa:47141.1-47222.7,2,18,56,56,7,4,7,1,0,1212.0,ok,162.0,ok,37064.0,ok,559.0,ok,21009.0,ok
734,data/automata/random/FINLESS.hoa:47307.1-47375.7,2,20,41,41,6,10,4,1,0,46.0,ok,30.0,ok,67322.0,ok,136.0,ok,44.0,ok
735,data/automata/random/FINLESS.hoa:47376.1-47405.7,2,7,15,15,2,4,1,1,0,10.0,ok,11.0,ok,139.0,ok,34.0,ok,9.0,ok
736,data/automata/random/FINLESS.hoa:47470.1-47727.7,2,63,187,187,12,13,17,1,0,944.0,ok,498.0,ok,,timeout,1531.0,ok,26752.0,ok
737,data/automata/random/FINLESS.hoa:47874.1-47887.7,2,2,2,2,2,1,0,0,0,3.0,ok,3.0,ok,12.0,ok,9.0,ok,3.0,ok
738,data/automata/random/FINLESS.hoa:48053.1-48132.7,2,21,51,51,9,8,7,1,0,61.0,ok,70.0,ok,,timeout,263.0,ok,112.0,ok
739,data/automata/random/FINLESS.hoa:48544.1-48621.7,2,19,51,51,6,4,8,1,0,73.0,ok,69.0,ok,7756.0,ok,237.0,ok,99.0,ok
740,data/automata/random/FINLESS.hoa:48806.1-48904.7,2,28,63,63,8,14,6,1,0,44.0,ok,38.0,ok,26548.0,ok,111.0,ok,39.0,ok
741,data/automata/random/FINLESS.hoa:49995.1-50010.7,2,3,4,4,2,2,1,1,0,9.0,ok,9.0,ok,29.0,ok,15.0,ok,9.0,ok
742,data/automata/random/FINLESS.hoa:50125.1-50277.7,2,43,102,102,12,10,12,1,0,318.0,ok,157.0,ok,,timeout,284.0,ok,256.0,ok
743,data/automata/random/FINLESS.hoa:50340.1-50371.7,2,8,16,16,4,4,4,1,0,11.0,ok,12.0,ok,1432.0,ok,79.0,ok,13.0,ok
744,data/automata/random/FINLESS.hoa:50663.1-50766.7,2,24,72,72,5,4,11,1,0,314.0,ok,78.0,ok,7077.0,ok,279.0,ok,234.0,ok
745,data/automata/random/FINLESS.hoa:51168.1-51237.7,2,20,42,42,10,7,5,1,0,42.0,ok,40.0,ok,,timeout,177.0,ok,70.0,ok
