,input.source,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,Seminator,Seminator_exit_status,Kofola,Kofola_exit_status,SimCo,SimCo_exit_status,SimCo+,SimCo+_exit_status,Autfilt,Autfilt_exit_status
396,data/automata/random/FINLESS.hoa:30565.1-30617.7,4,16,29,29,8,8,2,1,0,22.0,ok,25.0,ok,,timeout,165.0,ok,23.0,ok
397,data/automata/random/FINLESS.hoa:31006.1-31076.7,4,18,45,45,7,4,7,1,0,107.0,ok,76.0,ok,23115.0,ok,237.0,ok,105.0,ok
398,data/automata/random/FINLESS.hoa:31520.1-31558.7,4,10,21,21,3,5,3,1,0,16.0,ok,15.0,ok,488.0,ok,77.0,ok,14.0,ok
399,data/automata/random/FINLESS.hoa:32175.1-32304.7,4,33,89,89,8,14,5,1,0,104.0,ok,34.0,ok,,timeout,233.0,ok,48.0,ok
400,data/automata/random/FINLESS.hoa:32369.1-32488.7,4,27,85,85,10,5,7,1,0,777.0,ok,267.0,ok,,timeout,584.0,ok,2220.0,ok
401,data/automata/random/FINLESS.hoa:32489.1-32535.7,4,14,25,25,6,8,4,1,0,9.0,ok,9.0,ok,222.0,ok,23.0,ok,9.0,ok
402,data/automata/random/FINLESS.hoa:32536.1-32575.7,4,11,21,21,8,6,1,1,0,9.0,ok,9.0,ok,,timeout,125.0,ok,9.0,ok
403,data/automata/random/FINLESS.hoa:32766.1-32792.7,4,6,12,12,3,2,0,0,0,26.0,ok,15.0,ok,39.0,ok,34.0,ok,18.0,ok
404,data/automata/random/FINLESS.hoa:32793.1-32854.7,4,15,38,38,3,5,7,1,0,22.0,ok,23.0,ok,212.0,ok,57.0,ok,26.0,ok
405,data/automata/random/FINLESS.hoa:33940.1-34020.7,4,19,54,54,10,5,6,1,0,132.0,ok,82.0,ok,,timeout,424.0,ok,119.0,ok
406,data/automata/random/FINLESS.hoa:34237.1-34263.7,4,7,12,12,3,2,2,1,0,12.0,ok,13.0,ok,180.0,ok,47.0,ok,11.0,ok
407,data/automata/random/FINLESS.hoa:35157.1-35236.7,4,21,51,51,7,5,2,1,0,11.0,ok,12.0,ok,25373.0,ok,128.0,ok,12.0,ok
408,data/automata/random/FINLESS.hoa:35492.1-35555.7,4,18,38,38,7,10,4,1,0,72.0,ok,48.0,ok,16235.0,ok,169.0,ok,51.0,ok
409,data/automata/random/FINLESS.hoa:35612.1-35686.7,4,20,47,47,3,7,5,1,0,27.0,ok,28.0,ok,483.0,ok,107.0,ok,33.0,ok
410,data/automata/random/FINLESS.hoa:35963.1-36109.7,4,36,103,103,9,9,10,1,0,88.0,ok,72.0,ok,,timeout,553.0,ok,99.0,ok
411,data/automata/random/FINLESS.hoa:37081.1-37102.7,4,5,8,8,2,4,1,1,0,5.0,ok,6.0,ok,81.0,ok,20.0,ok,6.0,ok
412,data/automata/random/FINLESS.hoa:37136.1-37212.7,4,23,46,46,4,7,4,1,0,18.0,ok,20.0,ok,732.0,ok,92.0,ok,22.0,ok
413,data/automata/random/FINLESS.hoa:37342.1-37434.7,4,26,59,59,3,8,8,1,0,33.0,ok,36.0,ok,913.0,ok,119.0,ok,40.0,ok
414,data/automata/random/FINLESS.hoa:37435.1-37470.7,4,10,18,18,4,4,2,1,0,12.0,ok,15.0,ok,564.0,ok,58.0,ok,15.0,ok
415,data/automata/random/FINLESS.hoa:37555.1-37602.7,4,12,28,28,5,6,3,1,0,9.0,ok,9.0,ok,345.0,ok,68.0,ok,11.0,ok
416,data/automata/random/FINLESS.hoa:37938.1-37987.7,4,15,27,27,4,5,4,1,0,16.0,ok,15.0,ok,705.0,ok,76.0,ok,23.0,ok
417,data/automata/random/FINLESS.hoa:38350.1-38407.7,4,15,35,35,3,6,6,1,0,12.0,ok,13.0,ok,222.0,ok,73.0,ok,13.0,ok
418,data/automata/random/FINLESS.hoa:38408.1-38469.7,4,16,38,38,2,4,3,1,0,21.0,ok,18.0,ok,362.0,ok,82.0,ok,23.0,ok
419,data/automata/random/FINLESS.hoa:38545.1-38585.7,4,12,21,21,4,3,2,1,0,23.0,ok,15.0,ok,897.0,ok,112.0,ok,12.0,ok
420,data/automata/random/FINLESS.hoa:39423.1-39479.7,4,15,34,34,2,4,6,1,0,19.0,ok,22.0,ok,243.0,ok,54.0,ok,23.0,ok
421,data/automata/random/FINLESS.hoa:39480.1-39552.7,4,22,43,43,6,4,5,1,0,26.0,ok,27.0,ok,1629.0,ok,84.0,ok,27.0,ok
422,data/automata/random/FINLESS.hoa:39764.1-39846.7,4,19,56,56,2,4,9,1,0,31.0,ok,21.0,ok,837.0,ok,132.0,ok,24.0,ok
423,data/automata/random/FINLESS.hoa:40037.1-40086.7,4,12,30,30,3,2,6,1,0,47.0,ok,32.0,ok,615.0,ok,103.0,ok,43.0,ok
424,data/automata/random/FINLESS.hoa:40518.1-40590.7,4,21,44,44,6,16,4,1,0,8.0,ok,12.0,ok,650.0,ok,66.0,ok,12.0,ok
425,data/automata/random/FINLESS.hoa:40608.1-40660.7,4,13,31,31,2,5,5,1,0,10.0,ok,10.0,ok,163.0,ok,52.0,ok,12.0,ok
426,data/automata/random/FINLESS.hoa:40756.1-40895.7,4,41,91,91,9,8,5,1,0,41.0,ok,37.0,ok,,timeout,161.0,ok,43.0,ok
427,data/automata/random/FINLESS.hoa:41105.1-41160.7,4,14,33,33,2,5,4,1,0,17.0,ok,16.0,ok,231.0,ok,73.0,ok,22.0,ok
428,data/automata/random/FINLESS.hoa:41380.1-41514.7,4,32,95,95,7,6,11,1,0,119.0,ok,99.0,ok,,timeout,350.0,ok,212.0,ok
429,data/automata/random/FINLESS.hoa:41581.1-41612.7,4,8,15,15,2,2,2,1,0,18.0,ok,17.0,ok,109.0,ok,48.0,ok,14.0,ok
430,data/automata/random/FINLESS.hoa:41809.1-41898.7,4,22,60,60,3,5,5,1,0,43.0,ok,45.0,ok,2049.0,ok,132.0,ok,43.0,ok
431,data/automata/random/FINLESS.hoa:41921.1-42029.7,4,34,67,67,11,17,3,1,0,20.0,ok,18.0,ok,4057.0,ok,143.0,ok,19.0,ok
432,data/automata/random/FINLESS.hoa:42359.1-42381.7,4,6,8,8,2,2,0,0,0,7.0,ok,7.0,ok,26.0,ok,21.0,ok,7.0,ok
433,data/automata/random/FINLESS.hoa:42608.1-42651.7,4,12,24,24,4,5,2,1,0,9.0,ok,10.0,ok,163.0,ok,42.0,ok,10.0,ok
434,data/automata/random/FINLESS.hoa:42652.1-42765.7,4,29,77,77,5,10,5,1,0,45.0,ok,55.0,ok,20879.0,ok,155.0,ok,48.0,ok
435,data/automata/random/FINLESS.hoa:42766.1-42837.7,4,21,43,43,8,5,3,1,0,374.0,ok,199.0,ok,13301.0,ok,271.0,ok,157.0,ok
436,data/automata/random/FINLESS.hoa:42877.1-43006.7,4,32,90,90,10,10,5,1,0,246.0,ok,182.0,ok,,timeout,413.0,ok,188.0,ok
437,data/automata/random/FINLESS.hoa:43315.1-43364.7,4,13,29,29,2,6,3,1,0,13.0,ok,13.0,ok,284.0,ok,59.0,ok,18.0,ok
438,data/automata/random/FINLESS.hoa:43465.1-43495.7,4,7,15,15,2,4,2,1,0,7.0,ok,9.0,ok,57.0,ok,36.0,ok,9.0,ok
439,data/automata/random/FINLESS.hoa:43547.1-43603.7,4,14,35,35,2,4,2,1,0,21.0,ok,19.0,ok,419.0,ok,76.0,ok,16.0,ok
440,data/automata/random/FINLESS.hoa:43604.1-43810.7,4,55,144,144,11,10,12,1,0,,timeout,221.0,ok,,timeout,677.0,ok,6987.0,ok
441,data/automata/random/FINLESS.hoa:43811.1-43927.7,4,33,76,76,10,9,8,1,0,51.0,ok,45.0,ok,16613.0,ok,172.0,ok,47.0,ok
442,data/automata/random/FINLESS.hoa:43928.1-43998.7,4,18,45,45,2,5,5,1,0,23.0,ok,22.0,ok,636.0,ok,128.0,ok,29.0,ok
443,data/automata/random/FINLESS.hoa:43999.1-44102.7,4,32,64,64,9,20,2,1,0,13.0,ok,13.0,ok,,timeout,103.0,ok,24.0,ok
444,data/automata/random/FINLESS.hoa:44103.1-44125.7,4,6,9,9,3,2,2,1,0,20.0,ok,17.0,ok,179.0,ok,40.0,ok,17.0,ok
445,data/automata/random/FINLESS.hoa:44232.1-44267.7,4,8,20,20,3,3,3,1,0,10.0,ok,10.0,ok,429.0,ok,64.0,ok,11.0,ok
446,data/automata/random/FINLESS.hoa:44268.1-44286.7,4,4,7,7,3,3,1,1,0,5.0,ok,5.0,ok,31.0,ok,17.0,ok,6.0,ok
447,data/automata/random/FINLESS.hoa:44417.1-44448.7,4,8,16,16,3,4,2,1,0,6.0,ok,7.0,ok,112.0,ok,30.0,ok,7.0,ok
448,data/automata/random/FINLESS.hoa:45092.1-45199.7,4,31,69,69,7,14,3,1,0,18.0,ok,22.0,ok,,timeout,129.0,ok,19.0,ok
449,data/automata/random/FINLESS.hoa:45464.1-45513.7,4,14,28,28,4,3,3,1,0,38.0,ok,42.0,ok,1257.0,ok,139.0,ok,38.0,ok
450,data/automata/random/FINLESS.hoa:46165.1-46210.7,4,13,25,25,5,6,4,1,0,18.0,ok,17.0,ok,2727.0,ok,94.0,ok,19.0,ok
451,data/automata/random/FINLESS.hoa:46211.1-46248.7,4,11,19,19,4,3,1,1,0,17.0,ok,14.0,ok,218.0,ok,83.0,ok,16.0,ok
452,data/automata/random/FINLESS.hoa:46465.1-46557.7,4,23,62,62,5,6,5,1,0,56.0,ok,57.0,ok,11082.0,ok,195.0,ok,53.0,ok
453,data/automata/random/FINLESS.hoa:47728.1-47744.7,4,3,6,6,4,2,0,0,0,3.0,ok,3.0,ok,22.0,ok,13.0,ok,3.0,ok
454,data/automata/random/FINLESS.hoa:47745.1-47873.7,4,35,86,86,8,17,5,1,0,65.0,ok,57.0,ok,,timeout,290.0,ok,65.0,ok
455,data/automata/random/FINLESS.hoa:47888.1-48012.7,4,31,86,86,14,7,3,1,0,1190.0,ok,1422.0,ok,,timeout,907.0,ok,,timeout
456,data/automata/random/FINLESS.hoa:48659.1-48713.7,4,14,33,33,4,3,2,1,0,25.0,ok,21.0,ok,1067.0,ok,105.0,ok,25.0,ok
457,data/automata/random/FINLESS.hoa:49049.1-49108.7,4,16,36,36,6,4,4,1,0,22.0,ok,25.0,ok,304.0,ok,78.0,ok,33.0,ok
458,data/automata/random/FINLESS.hoa:49611.1-49648.7,4,9,21,21,11,3,1,1,0,18.0,ok,17.0,ok,619.0,ok,95.0,ok,17.0,ok
459,data/automata/random/FINLESS.hoa:49696.1-49727.7,4,7,16,16,2,1,0,0,0,22.0,ok,12.0,ok,37.0,ok,34.0,ok,12.0,ok
460,data/automata/random/FINLESS.hoa:50767.1-50804.7,4,9,21,21,5,2,3,1,0,50.0,ok,39.0,ok,1233.0,ok,109.0,ok,45.0,ok
461,data/automata/random/FINLESS.hoa:50916.1-50987.7,4,19,45,45,6,6,4,1,0,25.0,ok,26.0,ok,18311.0,ok,154.0,ok,21.0,ok
462,data/automata/random/FINLESS.hoa:51307.1-51369.7,4,15,40,40,4,2,5,1,0,105.0,ok,52.0,ok,1300.0,ok,170.0,ok,59.0,ok
463,data/automata/random/FINLESS.hoa:51370.1-51434.7,4,17,40,40,7,6,3,1,0,23.0,ok,22.0,ok,2060.0,ok,92.0,ok,20.0,ok
464,data/automata/random/FINLESS.hoa:51435.1-51453.7,4,4,7,7,4,3,1,1,0,4.0,ok,5.0,ok,108.0,ok,22.0,ok,5.0,ok
465,data/automata/random/FINLESS.hoa:1.1-35.7,3,7,19,19,2,3,4,1,0,5.0,ok,7.0,ok,56.0,ok,25.0,ok,7.0,ok
466,data/automata/random/FINLESS.hoa:36.1-91.7,3,15,33,33,4,5,4,1,0,30.0,ok,30.0,ok,626.0,ok,126.0,ok,33.0,ok
467,data/automata/random/FINLESS.hoa:748.1-777.7,3,8,14,14,4,4,2,1,0,13.0,ok,12.0,ok,536.0,ok,49.0,ok,12.0,ok
468,data/automata/random/FINLESS.hoa:1027.1-1097.7,3,21,42,42,6,13,4,1,0,7.0,ok,7.0,ok,4805.0,ok,125.0,ok,10.0,ok
469,data/automata/random/FINLESS.hoa:1170.1-1215.7,3,14,24,24,4,4,2,1,0,15.0,ok,18.0,ok,849.0,ok,118.0,ok,18.0,ok
470,data/automata/random/FINLESS.hoa:2215.1-2327.7,3,24,80,80,3,4,11,1,0,93.0,ok,97.0,ok,2391.0,ok,304.0,ok,124.0,ok
471,data/automata/random/FINLESS.hoa:2818.1-2861.7,3,12,23,23,2,5,4,1,0,13.0,ok,12.0,ok,108.0,ok,45.0,ok,13.0,ok
472,data/automata/random/FINLESS.hoa:3246.1-3271.7,3,6,12,12,3,2,1,1,0,14.0,ok,10.0,ok,273.0,ok,46.0,ok,12.0,ok
473,data/automata/random/FINLESS.hoa:3272.1-3292.7,3,4,8,8,2,2,1,1,0,10.0,ok,9.0,ok,61.0,ok,22.0,ok,10.0,ok
474,data/automata/random/FINLESS.hoa:3508.1-3546.7,3,9,21,21,2,4,2,1,0,11.0,ok,10.0,ok,88.0,ok,39.0,ok,13.0,ok
475,data/automata/random/FINLESS.hoa:3547.1-3622.7,3,22,46,46,10,7,7,1,0,12.0,ok,12.0,ok,,timeout,366.0,ok,77.0,ok
476,data/automata/random/FINLESS.hoa:3716.1-3834.7,3,30,81,81,12,15,9,1,0,73.0,ok,55.0,ok,,timeout,656.0,ok,58.0,ok
477,data/automata/random/FINLESS.hoa:4810.1-4845.7,3,9,19,19,3,2,2,1,0,10.0,ok,10.0,ok,156.0,ok,58.0,ok,10.0,ok
478,data/automata/random/FINLESS.hoa:5116.1-5156.7,3,10,23,23,2,5,3,1,0,11.0,ok,11.0,ok,323.0,ok,52.0,ok,16.0,ok
479,data/automata/random/FINLESS.hoa:6057.1-6119.7,3,18,37,37,3,5,7,1,0,10.0,ok,10.0,ok,988.0,ok,79.0,ok,17.0,ok
480,data/automata/random/FINLESS.hoa:6280.1-6306.7,3,7,12,12,5,5,0,0,0,8.0,ok,8.0,ok,91.0,ok,20.0,ok,8.0,ok
481,data/automata/random/FINLESS.hoa:6595.1-6610.7,3,3,5,5,2,2,0,0,0,4.0,ok,4.0,ok,13.0,ok,9.0,ok,4.0,ok
482,data/automata/random/FINLESS.hoa:7158.1-7190.7,3,7,17,17,2,1,2,1,0,18.0,ok,17.0,ok,221.0,ok,71.0,ok,17.0,ok
483,data/automata/random/FINLESS.hoa:7593.1-7644.7,3,13,31,31,5,3,4,1,0,16.0,ok,29.0,ok,926.0,ok,62.0,ok,28.0,ok
484,data/automata/random/FINLESS.hoa:7937.1-8086.7,3,41,101,101,13,21,7,1,0,164.0,ok,221.0,ok,,timeout,644.0,ok,573.0,ok
485,data/automata/random/FINLESS.hoa:8163.1-8178.7,3,3,5,5,4,2,1,1,0,5.0,ok,5.0,ok,28.0,ok,12.0,ok,5.0,ok
486,data/automata/random/FINLESS.hoa:8440.1-8476.7,3,10,19,19,3,4,3,1,0,11.0,ok,9.0,ok,172.0,ok,40.0,ok,9.0,ok
487,data/automata/random/FINLESS.hoa:8792.1-9088.7,3,75,214,214,14,25,13,1,0,17521.0,ok,1200.0,ok,,timeout,3819.0,ok,149618.0,ok
488,data/automata/random/FINLESS.hoa:9089.1-9112.7,3,6,10,10,3,3,2,1,0,19.0,ok,15.0,ok,162.0,ok,39.0,ok,15.0,ok
489,data/automata/random/FINLESS.hoa:9238.1-9293.7,3,12,35,35,3,2,5,1,0,30.0,ok,32.0,ok,414.0,ok,88.0,ok,34.0,ok
490,data/automata/random/FINLESS.hoa:9462.1-9493.7,3,7,16,16,3,1,0,0,0,14.0,ok,13.0,ok,40.0,ok,23.0,ok,19.0,ok
491,data/automata/random/FINLESS.hoa:9494.1-9520.7,3,6,13,13,4,2,2,1,0,9.0,ok,9.0,ok,69.0,ok,36.0,ok,9.0,ok
492,data/automata/random/FINLESS.hoa:10277.1-10328.7,3,14,30,30,3,6,5,1,0,11.0,ok,11.0,ok,909.0,ok,106.0,ok,18.0,ok
493,data/automata/random/FINLESS.hoa:10611.1-10653.7,3,14,21,21,5,4,3,1,0,9.0,ok,9.0,ok,739.0,ok,50.0,ok,13.0,ok
494,data/automata/random/FINLESS.hoa:11171.1-11280.7,3,30,72,72,12,12,7,1,0,146.0,ok,206.0,ok,,timeout,248.0,ok,209.0,ok
495,data/automata/random/FINLESS.hoa:11281.1-11370.7,3,23,59,59,9,4,6,1,0,,timeout,253.0,ok,,timeout,621.0,ok,675.0,ok
496,data/automata/random/FINLESS.hoa:11413.1-11463.7,3,14,29,29,4,4,3,1,0,15.0,ok,20.0,ok,1715.0,ok,115.0,ok,15.0,ok
497,data/automata/random/FINLESS.hoa:11464.1-11529.7,3,18,40,40,8,10,3,1,0,21.0,ok,32.0,ok,4149.0,ok,156.0,ok,23.0,ok
498,data/automata/random/FINLESS.hoa:11530.1-11549.7,3,4,7,7,2,4,1,1,0,2.0,ok,2.0,ok,28.0,ok,8.0,ok,4.0,ok
499,data/automata/random/FINLESS.hoa:13884.1-14057.7,3,53,113,113,10,37,6,1,0,28.0,ok,39.0,ok,,timeout,97.0,ok,46.0,ok
500,data/automata/random/FINLESS.hoa:14607.1-14668.7,3,17,37,37,6,8,3,1,0,26.0,ok,29.0,ok,1085.0,ok,96.0,ok,33.0,ok
501,data/automata/random/FINLESS.hoa:16129.1-16204.7,3,23,45,45,7,5,4,1,0,52.0,ok,64.0,ok,11115.0,ok,149.0,ok,77.0,ok
502,data/automata/random/FINLESS.hoa:16586.1-16663.7,3,18,52,52,5,3,6,1,0,62.0,ok,79.0,ok,6663.0,ok,242.0,ok,106.0,ok
503,data/automata/random/FINLESS.hoa:16711.1-16820.7,3,30,72,72,6,11,6,1,0,102.0,ok,95.0,ok,41680.0,ok,615.0,ok,118.0,ok
504,data/automata/random/FINLESS.hoa:16920.1-17029.7,3,29,73,73,7,7,8,1,0,234.0,ok,327.0,ok,,timeout,629.0,ok,461.0,ok
505,data/automata/random/FINLESS.hoa:17388.1-17418.7,3,8,14,14,3,3,5,1,0,9.0,ok,9.0,ok,191.0,ok,24.0,ok,9.0,ok
506,data/automata/random/FINLESS.hoa:17449.1-17525.7,3,21,48,48,8,5,5,1,0,69.0,ok,25.0,ok,,timeout,369.0,ok,69.0,ok
507,data/automata/random/FINLESS.hoa:18567.1-18610.7,3,10,26,26,3,3,6,1,0,14.0,ok,14.0,ok,1255.0,ok,148.0,ok,16.0,ok
508,data/automata/random/FINLESS.hoa:18611.1-18674.7,3,18,38,38,5,7,5,1,0,20.0,ok,25.0,ok,2471.0,ok,119.0,ok,25.0,ok
509,data/automata/random/FINLESS.hoa:19054.1-19137.7,3,24,52,52,11,8,6,1,0,50.0,ok,38.0,ok,,timeout,299.0,ok,54.0,ok
510,data/automata/random/FINLESS.hoa:19262.1-19293.7,3,8,15,15,2,4,1,1,0,12.0,ok,12.0,ok,48.0,ok,44.0,ok,12.0,ok
511,data/automata/random/FINLESS.hoa:20024.1-20065.7,3,11,23,23,4,4,4,1,0,18.0,ok,18.0,ok,1230.0,ok,64.0,ok,18.0,ok
512,data/automata/random/FINLESS.hoa:20361.1-20387.7,3,6,13,13,6,3,1,1,0,8.0,ok,8.0,ok,423.0,ok,46.0,ok,8.0,ok
513,data/automata/random/FINLESS.hoa:20423.1-20446.7,3,6,10,10,4,5,1,1,0,9.0,ok,9.0,ok,128.0,ok,26.0,ok,8.0,ok
514,data/automata/random/FINLESS.hoa:20523.1-20601.7,3,19,52,52,7,3,8,1,0,51.0,ok,37.0,ok,16474.0,ok,253.0,ok,56.0,ok
515,data/automata/random/FINLESS.hoa:20965.1-21015.7,3,14,29,29,2,6,4,1,0,7.0,ok,9.0,ok,347.0,ok,63.0,ok,9.0,ok
516,data/automata/random/FINLESS.hoa:21016.1-21054.7,3,10,21,21,2,6,3,1,0,6.0,ok,8.0,ok,132.0,ok,45.0,ok,8.0,ok
517,data/automata/random/FINLESS.hoa:21055.1-21180.7,3,34,84,84,12,12,5,1,0,55.0,ok,59.0,ok,,timeout,460.0,ok,1914.0,ok
518,data/automata/random/FINLESS.hoa:21288.1-21351.7,3,19,37,37,6,9,5,1,0,18.0,ok,18.0,ok,3716.0,ok,84.0,ok,19.0,ok
519,data/automata/random/FINLESS.hoa:21655.1-21700.7,3,12,26,26,6,2,3,1,0,79.0,ok,58.0,ok,2664.0,ok,260.0,ok,69.0,ok
520,data/automata/random/FINLESS.hoa:21766.1-21860.7,3,25,62,62,8,14,8,1,0,101.0,ok,73.0,ok,,timeout,358.0,ok,95.0,ok
521,data/automata/random/FINLESS.hoa:22993.1-23012.7,3,4,7,7,2,1,0,0,0,10.0,ok,9.0,ok,21.0,ok,16.0,ok,11.0,ok
522,data/automata/random/FINLESS.hoa:23082.1-23115.7,3,8,18,18,3,3,2,1,0,16.0,ok,13.0,ok,314.0,ok,84.0,ok,12.0,ok
523,data/automata/random/FINLESS.hoa:23725.1-23782.7,3,14,35,35,4,4,5,1,0,23.0,ok,24.0,ok,319.0,ok,73.0,ok,25.0,ok
524,data/automata/random/FINLESS.hoa:24143.1-24223.7,3,21,52,52,2,4,6,1,0,30.0,ok,29.0,ok,419.0,ok,127.0,ok,29.0,ok
525,data/automata/random/FINLESS.hoa:24709.1-24784.7,3,17,51,51,5,5,9,1,0,11.0,ok,11.0,ok,2999.0,ok,91.0,ok,14.0,ok
526,data/automata/random/FINLESS.hoa:25058.1-25189.7,3,34,90,90,11,14,6,1,0,164.0,ok,162.0,ok,,timeout,396.0,ok,890.0,ok
527,data/automata/random/FINLESS.hoa:25289.1-25344.7,3,16,32,32,5,6,4,1,0,28.0,ok,21.0,ok,1007.0,ok,82.0,ok,33.0,ok
528,data/automata/random/FINLESS.hoa:25539.1-25677.7,3,41,90,90,2,15,5,1,0,9.0,ok,12.0,ok,204.0,ok,56.0,ok,12.0,ok
529,data/automata/random/FINLESS.hoa:25724.1-25784.7,3,17,36,36,7,7,5,1,0,78.0,ok,70.0,ok,21525.0,ok,176.0,ok,96.0,ok
530,data/automata/random/FINLESS.hoa:26079.1-26120.7,3,12,22,22,2,2,5,1,0,26.0,ok,27.0,ok,196.0,ok,66.0,ok,31.0,ok
531,data/automata/random/FINLESS.hoa:26246.1-26295.7,3,14,27,27,2,4,6,1,0,9.0,ok,11.0,ok,93.0,ok,43.0,ok,15.0,ok
532,data/automata/random/FINLESS.hoa:26296.1-26387.7,3,25,59,59,8,10,4,1,0,14.0,ok,16.0,ok,21582.0,ok,105.0,ok,16.0,ok
533,data/automata/random/FINLESS.hoa:26686.1-26733.7,3,12,28,28,2,6,5,1,0,16.0,ok,16.0,ok,299.0,ok,41.0,ok,18.0,ok
534,data/automata/random/FINLESS.hoa:26931.1-26950.7,3,4,8,8,3,2,2,1,0,4.0,ok,4.0,ok,94.0,ok,22.0,ok,5.0,ok
535,data/automata/random/FINLESS.hoa:26986.1-27075.7,3,22,60,60,6,10,9,1,0,21.0,ok,20.0,ok,2328.0,ok,54.0,ok,23.0,ok
536,data/automata/random/FINLESS.hoa:27076.1-27095.7,3,4,7,7,2,3,1,1,0,6.0,ok,7.0,ok,25.0,ok,13.0,ok,7.0,ok
537,data/automata/random/FINLESS.hoa:27096.1-27177.7,3,22,52,52,7,3,9,1,0,202.0,ok,137.0,ok,24468.0,ok,315.0,ok,492.0,ok
538,data/automata/random/FINLESS.hoa:27658.1-27724.7,3,14,44,44,6,2,8,1,0,62.0,ok,105.0,ok,856.0,ok,114.0,ok,126.0,ok
539,data/automata/random/FINLESS.hoa:27863.1-27909.7,3,12,27,27,7,5,3,1,0,23.0,ok,30.0,ok,4391.0,ok,99.0,ok,24.0,ok
540,data/automata/random/FINLESS.hoa:28073.1-28168.7,3,23,65,65,2,7,7,1,0,48.0,ok,42.0,ok,1886.0,ok,178.0,ok,64.0,ok
541,data/automata/random/FINLESS.hoa:28169.1-28193.7,3,5,11,11,3,1,1,1,0,28.0,ok,22.0,ok,155.0,ok,68.0,ok,23.0,ok
542,data/automata/random/FINLESS.hoa:28352.1-28370.7,3,4,7,7,3,2,1,1,0,10.0,ok,7.0,ok,129.0,ok,38.0,ok,7.0,ok
543,data/automata/random/FINLESS.hoa:28487.1-28515.7,3,8,13,13,4,4,2,1,0,9.0,ok,8.0,ok,244.0,ok,50.0,ok,10.0,ok
544,data/automata/random/FINLESS.hoa:28817.1-28869.7,3,14,30,30,2,5,3,1,0,15.0,ok,13.0,ok,169.0,ok,75.0,ok,15.0,ok
545,data/automata/random/FINLESS.hoa:28922.1-28962.7,3,10,23,23,3,3,4,1,0,13.0,ok,14.0,ok,799.0,ok,56.0,ok,14.0,ok
546,data/automata/random/FINLESS.hoa:29079.1-29138.7,3,13,38,38,2,2,5,1,0,19.0,ok,17.0,ok,151.0,ok,53.0,ok,19.0,ok
547,data/automata/random/FINLESS.hoa:29139.1-29208.7,3,19,43,43,8,6,5,1,0,31.0,ok,24.0,ok,4769.0,ok,88.0,ok,35.0,ok
548,data/automata/random/FINLESS.hoa:29843.1-29884.7,3,10,24,24,5,3,4,1,0,20.0,ok,20.0,ok,2351.0,ok,155.0,ok,23.0,ok
549,data/automata/random/FINLESS.hoa:29932.1-29979.7,3,14,26,26,2,7,3,1,0,8.0,ok,11.0,ok,174.0,ok,47.0,ok,11.0,ok
550,data/automata/random/FINLESS.hoa:29980.1-29996.7,3,4,5,5,5,2,0,0,0,4.0,ok,4.0,ok,25.0,ok,14.0,ok,4.0,ok
551,data/automata/random/FINLESS.hoa:30039.1-30144.7,3,26,72,72,7,7,9,1,0,46.0,ok,20.0,ok,14873.0,ok,157.0,ok,40.0,ok
552,data/automata/random/FINLESS.hoa:30325.1-30382.7,3,15,35,35,7,5,2,1,0,20.0,ok,20.0,ok,30766.0,ok,228.0,ok,27.0,ok
553,data/automata/random/FINLESS.hoa:31247.1-31281.7,3,9,18,18,5,4,2,1,0,25.0,ok,40.0,ok,685.0,ok,63.0,ok,53.0,ok
554,data/automata/random/FINLESS.hoa:31622.1-31669.7,3,13,26,26,2,5,4,1,0,16.0,ok,16.0,ok,168.0,ok,56.0,ok,23.0,ok
555,data/automata/random/FINLESS.hoa:32576.1-32651.7,3,19,48,48,3,7,8,1,0,23.0,ok,17.0,ok,479.0,ok,86.0,ok,25.0,ok
556,data/automata/random/FINLESS.hoa:32954.1-33087.7,3,37,89,89,9,14,7,1,0,170.0,ok,161.0,ok,,timeout,457.0,ok,196.0,ok
557,data/automata/random/FINLESS.hoa:33148.1-33337.7,3,50,132,132,10,11,12,1,0,1175.0,ok,283.0,ok,,timeout,1372.0,ok,1020.0,ok
558,data/automata/random/FINLESS.hoa:33714.1-33796.7,3,22,53,53,4,4,4,1,0,165.0,ok,71.0,ok,5762.0,ok,175.0,ok,107.0,ok
559,data/automata/random/FINLESS.hoa:35237.1-35328.7,3,27,57,57,7,7,6,1,0,48.0,ok,58.0,ok,7473.0,ok,212.0,ok,60.0,ok
560,data/automata/random/FINLESS.hoa:35412.1-35467.7,3,15,33,33,6,8,5,1,0,16.0,ok,17.0,ok,386.0,ok,69.0,ok,17.0,ok
561,data/automata/random/FINLESS.hoa:36248.1-36341.7,3,30,56,56,7,5,4,1,0,53.0,ok,74.0,ok,,timeout,230.0,ok,55.0,ok
562,data/automata/random/FINLESS.hoa:36648.1-36743.7,3,23,65,65,8,8,7,1,0,67.0,ok,54.0,ok,36565.0,ok,174.0,ok,94.0,ok
563,data/automata/random/FINLESS.hoa:36970.1-37080.7,3,32,71,71,8,20,5,1,0,71.0,ok,37.0,ok,,timeout,172.0,ok,52.0,ok
564,data/automata/random/FINLESS.hoa:37603.1-37641.7,3,9,22,22,6,5,2,1,0,12.0,ok,12.0,ok,1109.0,ok,47.0,ok,10.0,ok
