input.source,input.name,input.ap,input.states,input.edges,input.transitions,input.acc_sets,input.scc,input.nondetstates,input.nondeterministic,input.alternating,tool,exit_status,exit_code,time,output.ap,output.states,output.edges,output.transitions,output.acc_sets,output.scc,output.nondetstates,output.nondeterministic,output.alternating
data/automata/practice/practice_automata.hoa:2871288.1-2880130.7,,3,1933,6901,7393,4,550,925,1,0,SaGE+,ok,0,19.7547,3,4249,30731,49984,1,1258,1999,1,0
data/automata/practice/practice_automata.hoa:2871288.1-2880130.7,,3,1933,6901,7393,4,550,925,1,0,Kofola,ok,0,0.285115,3,247,1143,2054,1,48,77,1,0
data/automata/practice/practice_automata.hoa:2871288.1-2880130.7,,3,1933,6901,7393,4,550,925,1,0,Seminator,ok,0,0.508764,3,183,643,1145,1,33,32,1,0
data/automata/practice/practice_automata.hoa:2871288.1-2880130.7,,3,1933,6901,7393,4,550,925,1,0,Autfilt,ok,0,0.125057,3,424,1618,2708,1,139,75,1,0
data/automata/practice/practice_automata.hoa:3214783.1-3215667.7,,3,147,729,790,4,141,130,1,0,SaGE,ok,0,2.6365,3,858,10048,10048,1,299,398,1,0
data/automata/practice/practice_automata.hoa:3214783.1-3215667.7,,3,147,729,790,4,141,130,1,0,SaGE+,ok,0,0.588921,3,236,1752,2816,1,103,116,1,0
data/automata/practice/practice_automata.hoa:3214783.1-3215667.7,,3,147,729,790,4,141,130,1,0,Kofola,ok,0,0.0076115,3,20,82,160,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3214783.1-3215667.7,,3,147,729,790,4,141,130,1,0,Seminator,ok,0,0.00889879,3,15,58,120,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3214783.1-3215667.7,,3,147,729,790,4,141,130,1,0,Autfilt,ok,0,0.00570669,3,18,70,144,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3297641.1-3306483.7,,3,1933,6901,7393,4,550,925,1,0,SaGE,ok,0,140.532,3,34484,397240,397240,1,8108,15171,1,0
data/automata/practice/practice_automata.hoa:3297641.1-3306483.7,,3,1933,6901,7393,4,550,925,1,0,SaGE+,ok,0,19.0519,3,4249,30731,49984,1,1258,1999,1,0
data/automata/practice/practice_automata.hoa:3297641.1-3306483.7,,3,1933,6901,7393,4,550,925,1,0,Kofola,ok,0,0.284298,3,247,1143,2054,1,48,77,1,0
data/automata/practice/practice_automata.hoa:3297641.1-3306483.7,,3,1933,6901,7393,4,550,925,1,0,Seminator,ok,0,0.505552,3,183,643,1145,1,33,32,1,0
data/automata/practice/practice_automata.hoa:3297641.1-3306483.7,,3,1933,6901,7393,4,550,925,1,0,Autfilt,ok,0,0.126931,3,424,1618,2708,1,139,75,1,0
data/automata/practice/practice_automata.hoa:3326093.1-3326977.7,,3,147,729,790,4,141,130,1,0,SaGE,ok,0,2.64687,3,858,10048,10048,1,299,398,1,0
data/automata/practice/practice_automata.hoa:3326093.1-3326977.7,,3,147,729,790,4,141,130,1,0,SaGE+,ok,0,0.59943,3,236,1752,2816,1,103,116,1,0
data/automata/practice/practice_automata.hoa:3326093.1-3326977.7,,3,147,729,790,4,141,130,1,0,Kofola,ok,0,0.00743858,3,20,82,160,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3326093.1-3326977.7,,3,147,729,790,4,141,130,1,0,Seminator,ok,0,0.00912327,3,15,58,120,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3326093.1-3326977.7,,3,147,729,790,4,141,130,1,0,Autfilt,ok,0,0.00578968,3,18,70,144,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3821960.1-3822844.7,,3,147,729,790,4,141,130,1,0,SaGE,ok,0,2.80047,3,858,10048,10048,1,299,398,1,0
data/automata/practice/practice_automata.hoa:3821960.1-3822844.7,,3,147,729,790,4,141,130,1,0,SaGE+,ok,0,0.608951,3,236,1752,2816,1,103,116,1,0
data/automata/practice/practice_automata.hoa:3821960.1-3822844.7,,3,147,729,790,4,141,130,1,0,Kofola,ok,0,0.00737232,3,20,82,160,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3821960.1-3822844.7,,3,147,729,790,4,141,130,1,0,Seminator,ok,0,0.00864252,3,15,58,120,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3821960.1-3822844.7,,3,147,729,790,4,141,130,1,0,Autfilt,ok,0,0.0057715,3,18,70,144,1,12,0,0,0
data/automata/practice/practice_automata.hoa:3832743.1-3841585.7,,3,1933,6901,7393,4,550,925,1,0,SaGE,ok,0,141.102,3,34484,397240,397240,1,8108,15171,1,0
data/automata/practice/practice_automata.hoa:3832743.1-3841585.7,,3,1933,6901,7393,4,550,925,1,0,SaGE+,ok,0,19.2312,3,4249,30731,49984,1,1258,1999,1,0
data/automata/practice/practice_automata.hoa:3832743.1-3841585.7,,3,1933,6901,7393,4,550,925,1,0,Kofola,ok,0,0.284318,3,247,1143,2054,1,48,77,1,0
data/automata/practice/practice_automata.hoa:3832743.1-3841585.7,,3,1933,6901,7393,4,550,925,1,0,Seminator,ok,0,0.512342,3,183,643,1145,1,33,32,1,0
data/automata/practice/practice_automata.hoa:3832743.1-3841585.7,,3,1933,6901,7393,4,550,925,1,0,Autfilt,ok,0,0.129124,3,424,1618,2708,1,139,75,1,0
data/automata/practice/practice_automata.hoa:3873610.1-4033903.7,,5,25822,134463,148417,4,7218,12086,1,0,Kofola,ok,0,6.50288,5,67878,705938,2280207,1,2428,58633,1,0
data/automata/practice/practice_automata.hoa:3873610.1-4033903.7,,5,25822,134463,148417,4,7218,12086,1,0,Seminator,ok,0,241.857,5,33581,177143,381595,1,2570,5558,1,0
data/automata/practice/practice_automata.hoa:3873610.1-4033903.7,,5,25822,134463,148417,4,7218,12086,1,0,Autfilt,ok,0,1.27813,5,56662,413247,1163559,1,17948,14063,1,0
